step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
297,CASH_IN,160274.27,C179895864,9624626.94,9784901.2,C1283717412,490492.02,446215.92,0
404,PAYMENT,22281.74,C453200741,0.0,0.0,M121646109,0.0,0.0,0
237,CASH_OUT,48117.03,C9175471,0.0,0.0,C2021977196,91557.74,139674.77,0
308,CASH_OUT,201327.74,C1277013066,0.0,0.0,C62553273,347202.12,548529.87,0
232,CASH_IN,278597.19,C565206443,49700.0,328297.19,C304659211,539005.16,260407.97,0
259,CASH_IN,231326.0,C1864808292,5166201.71,5397527.71,C156668666,11252212.82,11020886.83,0
227,PAYMENT,11607.54,C1801001258,6158.0,0.0,M394512237,0.0,0.0,0
350,CASH_OUT,178820.96,C1676025518,11204.0,0.0,C1190293044,0.0,178820.96,0
162,PAYMENT,12948.01,C2007895904,91281.29,78333.28,M2145565052,0.0,0.0,0
380,PAYMENT,2697.79,C1601745731,154477.0,151779.21,M265624756,0.0,0.0,0
132,PAYMENT,6098.69,C253602426,0.0,0.0,M261519304,0.0,0.0,0
232,CASH_OUT,40565.15,C828980491,0.0,0.0,C699056328,4505713.38,4546278.53,0
490,PAYMENT,1888.67,C723919609,11162.0,9273.33,M59790301,0.0,0.0,0
18,CASH_IN,181987.97,C1496067073,39993.0,221980.97,C1282693605,1090226.19,908238.22,0
658,TRANSFER,24522.52,C465687817,24522.52,0.0,C765570809,0.0,0.0,1
324,PAYMENT,21356.03,C581765668,12160.0,0.0,M1794844408,0.0,0.0,0
259,CASH_IN,81600.57,C819799658,15495.0,97095.57,C1904885371,6385324.46,6303723.89,0
41,CASH_OUT,48987.0,C595145141,0.0,0.0,C133307374,831174.4,880161.4,0
39,TRANSFER,331223.73,C2041807320,0.0,0.0,C1709437931,5615387.74,5963952.38,0
187,PAYMENT,3881.16,C18045481,21638.0,17756.84,M1320904981,0.0,0.0,0
260,PAYMENT,13147.67,C1281766244,0.0,0.0,M1817179480,0.0,0.0,0
307,CASH_OUT,13788.48,C199064832,43658.0,29869.52,C280260372,403470.78,417259.26,0
350,CASH_IN,54938.55,C1077661777,3969189.6,4024128.15,C899150727,648237.01,593298.45,0
394,CASH_OUT,185167.91,C1403675371,152299.0,0.0,C536401697,0.0,185167.91,0
354,PAYMENT,25477.53,C840631390,0.0,0.0,M2021735128,0.0,0.0,0
312,PAYMENT,2241.72,C795148892,50310.0,48068.28,M646308373,0.0,0.0,0
566,CASH_IN,132981.69,C1820792434,5619592.85,5752574.55,C300210480,382491.16,249509.47,0
35,CASH_OUT,298429.09,C924952692,438672.0,140242.91,C1750633699,2568792.36,2867221.46,0
16,PAYMENT,11118.86,C1404659495,20587.0,9468.14,M402016156,0.0,0.0,0
394,PAYMENT,5421.7,C602865631,466230.01,460808.31,M1367895697,0.0,0.0,0
297,CASH_IN,387031.55,C1555766020,6008712.34,6395743.89,C847837554,556486.9,169455.35,0
355,CASH_OUT,202338.84,C1374202616,68.0,0.0,C580155227,2243584.01,2445922.85,0
328,CASH_OUT,199451.46,C995475189,0.0,0.0,C348573667,2550309.49,2749760.95,0
16,CASH_OUT,570894.07,C2100224992,0.0,0.0,C378750309,5679280.95,6842195.87,0
377,CASH_OUT,189150.89,C526715590,0.0,0.0,C1705581248,576683.73,765834.62,0
393,CASH_IN,378048.73,C1950214855,1066582.87,1444631.61,C1566801402,3263158.53,2885109.8,0
134,CASH_OUT,39575.94,C1113284092,28355.0,0.0,C1242090949,1303991.75,1343567.69,0
178,CASH_IN,59540.06,C1296359896,141547.0,201087.06,C870722399,5761891.88,5702351.82,0
283,CASH_OUT,107325.8,C1806636591,7616.0,0.0,C1201462211,0.0,107325.8,0
525,CASH_OUT,247531.0,C871499444,0.0,0.0,C1343830132,2518586.61,2766117.61,0
187,TRANSFER,2336309.76,C1027344259,51176.0,0.0,C1971946166,3348493.59,5684803.35,0
251,TRANSFER,119074.62,C2049491118,14763.0,0.0,C324330558,315838.43,434913.05,0
407,PAYMENT,421.3,C1882291266,463.0,41.7,M840278791,0.0,0.0,0
254,CASH_OUT,123376.19,C1852100139,461357.45,337981.26,C1182955221,1818446.87,1941823.06,0
140,CASH_OUT,147525.36,C2010381719,0.0,0.0,C328374184,1822829.29,1970354.64,0
156,PAYMENT,17808.44,C2036189998,96611.82,78803.38,M1817401536,0.0,0.0,0
381,PAYMENT,4397.91,C1693140019,689894.96,685497.05,M411218628,0.0,0.0,0
257,PAYMENT,7048.1,C654427508,316360.67,309312.57,M1373786698,0.0,0.0,0
153,CASH_IN,131214.5,C1645734859,14731717.15,14862931.64,C752881770,176315.12,45100.62,0
684,PAYMENT,32278.32,C1637712435,0.0,0.0,M1905312923,0.0,0.0,0
542,PAYMENT,35995.89,C30648738,26134.0,0.0,M1550650137,0.0,0.0,0
287,CASH_IN,270879.43,C1042586194,966172.7,1237052.13,C637176617,2954721.24,2683841.81,0
236,TRANSFER,1390045.83,C1342347102,0.0,0.0,C1087219570,3771153.02,5161198.85,0
230,CASH_OUT,78395.49,C964639007,20912.0,0.0,C313702863,0.0,78395.49,0
598,CASH_OUT,167814.47,C1662103103,20295.0,0.0,C2015207285,0.0,167814.47,0
182,TRANSFER,964285.89,C187067410,183315.0,0.0,C591169384,0.0,964285.89,0
379,CASH_OUT,169114.35,C1723050391,218.0,0.0,C2075230988,743205.52,912319.88,0
399,CASH_OUT,281736.58,C1571943051,10029.0,0.0,C747442667,423882.65,705619.23,0
321,CASH_OUT,217293.2,C1883199602,0.0,0.0,C2145887326,544471.0,761764.2,0
258,CASH_OUT,125533.25,C1423054530,62831.0,0.0,C769310906,2209786.78,2335320.03,0
356,PAYMENT,3846.21,C997423679,23216.0,19369.79,M1177544362,0.0,0.0,0
281,CASH_OUT,432128.51,C1991885088,0.0,0.0,C1725182307,656909.71,1089038.22,0
323,CASH_OUT,54966.15,C703379804,52003.0,0.0,C483442565,1291941.29,1346907.43,0
188,CASH_OUT,23111.95,C83494193,0.0,0.0,C1317082102,944243.25,967355.21,0
13,CASH_IN,110330.19,C599662334,0.0,110330.19,C512992919,679455.85,569125.66,0
230,CASH_OUT,298052.48,C1504135248,256134.0,0.0,C914403598,1944912.8,2242965.28,0
255,PAYMENT,10003.76,C1839387180,0.0,0.0,M1972824218,0.0,0.0,0
302,CASH_IN,569402.79,C1892513352,40539.0,609941.79,C697988444,1330739.65,761336.86,0
18,PAYMENT,213.9,C5124876,151350.03,151136.13,M1673799976,0.0,0.0,0
37,PAYMENT,37806.36,C1334605691,10526.0,0.0,M260514032,0.0,0.0,0
372,PAYMENT,47309.43,C1975154433,0.0,0.0,M1700449812,0.0,0.0,0
157,PAYMENT,2222.72,C2051809855,64249.24,62026.52,M947953508,0.0,0.0,0
44,CASH_OUT,182514.03,C222646619,1019.0,0.0,C1793745572,1828802.51,2052164.65,0
305,CASH_OUT,406751.92,C420224182,0.0,0.0,C1784750405,1154800.6,1561552.52,0
396,CASH_OUT,439192.9,C409514210,0.0,0.0,C1093089664,635832.07,1075024.97,0
205,CASH_IN,224451.49,C2040191598,9076066.37,9300517.87,C2060230919,292947.06,68495.57,0
131,CASH_OUT,555381.7,C983841735,49601.0,0.0,C907770473,1784076.6,2339458.3,0
236,CASH_OUT,328190.38,C1349402322,20886.0,0.0,C1620159110,0.0,328190.38,0
211,PAYMENT,284.43,C1130920455,13981.0,13696.57,M1726825139,0.0,0.0,0
351,PAYMENT,8400.91,C1404970835,4734.0,0.0,M1339184,0.0,0.0,0
297,PAYMENT,25077.18,C72553779,0.0,0.0,M474853903,0.0,0.0,0
186,CASH_OUT,11447.81,C1001432310,0.0,0.0,C1869826560,3548707.57,3560155.38,0
301,CASH_IN,48719.86,C216709883,13588.0,62307.86,C262441786,0.0,0.0,0
279,CASH_IN,45978.65,C1742830992,2613381.13,2659359.78,C749087230,599451.35,553472.7,0
36,CASH_IN,321808.42,C1558599211,30744.0,352552.42,C464636165,312103.52,0.0,0
379,CASH_OUT,209742.11,C552438757,105848.0,0.0,C501885945,693776.2,903518.32,0
372,PAYMENT,10651.25,C1907738870,202198.37,191547.12,M1216017750,0.0,0.0,0
324,CASH_IN,63491.96,C22970039,51484.0,114975.96,C1053471910,119449.98,55958.02,0
161,CASH_IN,248268.76,C1572682564,228419.0,476687.76,C532925454,60346.39,0.0,0
275,PAYMENT,8408.98,C1856487932,30142.0,21733.02,M1642080239,0.0,0.0,0
187,TRANSFER,1492107.65,C1720547418,170922.92,0.0,C1549835187,6365874.56,7857982.21,0
382,PAYMENT,4535.37,C1231678995,0.0,0.0,M938948956,0.0,0.0,0
452,CASH_OUT,66395.3,C405287845,4088.0,0.0,C179123389,8759.34,75154.63,0
166,CASH_OUT,90394.45,C394797980,0.0,0.0,C191700852,116468.25,206862.7,0
354,CASH_OUT,88929.56,C920576043,169.0,0.0,C969173901,39080.56,128010.12,0
226,CASH_OUT,253044.1,C1397864619,681.0,0.0,C626480574,0.0,253044.1,0
18,PAYMENT,10734.09,C240893946,0.0,0.0,M507924057,0.0,0.0,0
130,CASH_OUT,120661.62,C521398748,0.0,0.0,C83539390,802739.42,923401.04,0
153,TRANSFER,1082457.44,C965027867,185680.0,0.0,C1500465916,190331.85,1272789.29,0
303,CASH_OUT,367062.73,C453244026,302564.0,0.0,C132487982,0.0,367062.73,0
379,CASH_OUT,373953.82,C730495019,0.0,0.0,C277823336,7124698.85,7498652.67,0
44,PAYMENT,14748.08,C622219818,0.0,0.0,M974357348,0.0,0.0,0
163,PAYMENT,32582.33,C1853714806,0.0,0.0,M1315724067,0.0,0.0,0
306,PAYMENT,15329.6,C2002562707,0.0,0.0,M2062737259,0.0,0.0,0
12,PAYMENT,6337.1,C1595501282,552575.0,546237.9,M564940456,0.0,0.0,0
3,CASH_IN,415046.18,C1139817507,2227089.93,2642136.11,C1538745405,685156.96,270110.78,0
228,CASH_OUT,509680.26,C1153434188,50792.0,0.0,C630425937,91319.5,600999.75,0
308,PAYMENT,9187.82,C379075506,115920.97,106733.15,M1552306352,0.0,0.0,0
178,DEBIT,1542.37,C1722898065,5285.47,3743.1,C832281809,2690703.5,2918935.9,0
360,PAYMENT,9353.59,C1705061031,4445.0,0.0,M1807852458,0.0,0.0,0
355,CASH_OUT,295967.28,C632895155,0.0,0.0,C710103337,348020.01,643987.29,0
275,CASH_OUT,251244.11,C995187655,88572.0,0.0,C1507052174,412235.48,663479.59,0
281,CASH_OUT,106103.35,C1938490554,0.0,0.0,C2007896488,973079.8,1079183.15,0
187,PAYMENT,5689.68,C24693623,35773.0,30083.32,M1258983943,0.0,0.0,0
177,CASH_OUT,277827.48,C2008977798,49730.0,0.0,C2140172891,4919591.28,5197418.76,0
19,PAYMENT,7234.85,C1052942112,44408.96,37174.11,M1449936307,0.0,0.0,0
42,CASH_IN,182234.14,C2089800430,213698.0,395932.14,C1814950746,0.0,0.0,0
130,PAYMENT,4029.1,C3104210,0.0,0.0,M40588197,0.0,0.0,0
214,PAYMENT,14930.53,C1622912200,0.0,0.0,M1109842825,0.0,0.0,0
158,PAYMENT,8658.25,C2040654153,33263.18,24604.93,M385947397,0.0,0.0,0
305,CASH_IN,183130.59,C624166111,25074823.01,25257953.6,C673861727,948862.28,765731.69,0
282,TRANSFER,1783585.87,C108617786,0.0,0.0,C37957335,2160223.32,3943809.19,0
184,CASH_OUT,227101.7,C481397024,60593.0,0.0,C1336906165,77813.32,304915.03,0
129,PAYMENT,6751.61,C989759935,2265930.73,2259179.13,M401479850,0.0,0.0,0
19,CASH_OUT,401466.87,C1102407142,1462068.43,1060601.56,C1553280738,21334.0,68792.61,0
373,CASH_IN,105545.63,C489324749,4488762.07,4594307.71,C327948625,4741733.44,4354263.68,0
18,CASH_IN,169999.18,C142956679,136669.53,306668.71,C2004533553,71534.67,0.0,0
202,CASH_IN,262454.83,C2000731999,6100.0,268554.83,C755768779,21185.0,0.0,0
10,DEBIT,8138.57,C2097798529,189505.45,181366.88,C130809267,20127.0,28265.57,0
400,PAYMENT,42721.12,C904429657,0.0,0.0,M1747784291,0.0,0.0,0
20,CASH_OUT,67060.17,C302443106,206905.0,139844.83,C1058045286,199940.78,267000.95,0
233,PAYMENT,10020.33,C2101188202,0.0,0.0,M1909653060,0.0,0.0,0
324,PAYMENT,39991.92,C1952075717,26327.0,0.0,M1552802112,0.0,0.0,0
297,CASH_IN,288684.09,C1981918805,13578502.49,13867186.58,C715771420,410456.27,121772.18,0
21,CASH_OUT,98481.45,C111120355,0.0,0.0,C396992570,400819.8,499301.25,0
370,CASH_IN,123280.24,C193510273,41100.0,164380.24,C40614184,540599.77,417319.53,0
158,CASH_OUT,4163.72,C1474390167,15847.0,11683.28,C318811930,148091.44,152255.16,0
15,PAYMENT,8112.9,C1042006060,0.0,0.0,M1269786613,0.0,0.0,0
161,CASH_IN,244272.83,C559158826,6231357.42,6475630.25,C419399167,4992902.45,4831165.83,0
188,CASH_OUT,184541.18,C1388591637,10354.0,0.0,C612499566,15044.67,199585.85,0
236,TRANSFER,180164.28,C1342732638,0.0,0.0,C1071341431,3276612.51,3456776.79,0
281,CASH_OUT,216187.01,C622459089,0.0,0.0,C176887327,967537.22,1183724.23,0
399,PAYMENT,39265.67,C470037990,608283.25,569017.58,M464376139,0.0,0.0,0
308,CASH_OUT,582346.26,C971714711,0.0,0.0,C108986800,33823458.97,34405805.23,0
261,PAYMENT,5485.69,C1204133387,132379.97,126894.28,M1096566101,0.0,0.0,0
277,CASH_OUT,196124.33,C595176932,96168.0,0.0,C1076506140,185243.51,381367.84,0
377,PAYMENT,8854.87,C1054947852,0.0,0.0,M1114869036,0.0,0.0,0
353,CASH_IN,128413.35,C1838154872,3222535.07,3350948.42,C190321869,1588447.32,1460033.97,0
251,CASH_IN,11334.45,C1098968717,543617.0,554951.45,C2131497419,3288360.59,3277026.14,0
12,CASH_OUT,314967.23,C1101700255,0.0,0.0,C282646250,635000.61,1202224.46,0
690,CASH_IN,243023.75,C999050792,9409373.22,9652396.97,C153203185,1653951.28,1410927.53,0
302,CASH_OUT,80521.57,C148208042,0.0,0.0,C665639335,1091114.37,1171635.94,0
214,PAYMENT,11758.44,C1510599796,34915.15,23156.71,M347522529,0.0,0.0,0
347,CASH_OUT,24214.54,C882757977,31571.0,7356.46,C1237175652,1145880.82,1170095.35,0
227,PAYMENT,37848.46,C707382589,5257.0,0.0,M992507573,0.0,0.0,0
403,CASH_OUT,10815.98,C283350133,0.0,0.0,C849388976,232274.64,243090.61,0
165,CASH_OUT,91851.93,C337140524,0.0,0.0,C1065470233,7125197.16,7217049.09,0
348,CASH_OUT,3205.17,C1878571226,6034.0,2828.83,C117168723,1550925.53,1554130.71,0
376,CASH_IN,197805.0,C551023072,1215532.17,1413337.17,C12592452,421597.99,223792.99,0
325,CASH_OUT,110026.87,C1976615853,200679.0,90652.13,C1545751095,295128.06,405154.94,0
138,CASH_OUT,252956.81,C1947546774,0.0,0.0,C1365786424,9720447.49,9973404.3,0
139,CASH_OUT,211335.34,C1032533882,50382.0,0.0,C817617496,1685257.92,1896593.26,0
428,CASH_OUT,13415.85,C773187589,51927.0,38511.15,C1163805386,0.0,13415.85,0
163,TRANSFER,206324.71,C167572931,0.0,0.0,C1825964179,693621.94,899946.65,0
182,TRANSFER,430337.15,C724593822,20953.0,0.0,C1486132658,529928.8,960265.95,0
228,CASH_IN,646051.79,C770136230,20308.0,666359.79,C411065819,148227.12,0.0,0
188,PAYMENT,12597.58,C73607765,130595.48,117997.89,M1818671508,0.0,0.0,0
43,CASH_OUT,183143.66,C1685616687,0.0,0.0,C631620501,705010.88,888154.54,0
16,PAYMENT,4445.2,C23280348,504155.22,499710.02,M15866315,0.0,0.0,0
400,CASH_IN,60801.97,C858410681,4973823.21,5034625.18,C432715165,6144446.98,6083645.01,0
258,CASH_OUT,5145.75,C1619851671,39073.0,33927.25,C329073356,175406.15,180551.91,0
20,PAYMENT,21567.57,C243497702,47065.0,25497.43,M1140129789,0.0,0.0,0
41,PAYMENT,20023.9,C285172631,0.0,0.0,M85057434,0.0,0.0,0
210,CASH_OUT,187542.9,C1442884871,37235.69,0.0,C1687997828,1812791.81,2000334.7,0
158,TRANSFER,968363.39,C191873996,71587.0,0.0,C109973289,62474.02,1030837.41,0
527,PAYMENT,326.33,C1585515489,149536.0,149209.67,M1200453429,0.0,0.0,0
397,CASH_OUT,378617.46,C893270709,0.0,0.0,C2038690884,452515.29,831132.75,0
370,CASH_IN,136646.29,C1818428964,2517554.82,2654201.11,C1215615673,4736512.29,4599866.0,0
327,CASH_IN,142960.36,C1962447724,108713.0,251673.36,C1023063471,3101846.7,2958886.34,0
500,CASH_OUT,176859.75,C1414036892,20457.0,0.0,C1595879477,0.0,176859.75,0
235,PAYMENT,8995.96,C799698471,10476.0,1480.04,M563591166,0.0,0.0,0
306,PAYMENT,4098.53,C1099839494,123468.08,119369.55,M659914054,0.0,0.0,0
325,CASH_OUT,111189.67,C1594371623,241074.21,129884.54,C56387055,144951.08,174127.8,0
252,CASH_IN,411671.17,C493442501,1038.0,412709.17,C212544289,0.0,0.0,0
236,PAYMENT,937.18,C1768888003,0.0,0.0,M882997486,0.0,0.0,0
307,CASH_IN,109990.52,C1591744933,2265016.45,2375006.97,C1312868508,1186650.03,1076659.51,0
210,CASH_IN,219618.7,C1685055812,2758029.31,2977648.01,C1473858734,1397123.27,1177504.57,0
308,PAYMENT,10527.95,C1190073268,0.0,0.0,M1544538216,0.0,0.0,0
14,CASH_IN,76291.89,C121269801,1563534.29,1639826.17,C943862043,3255001.36,3178709.48,0
234,PAYMENT,7078.25,C1660591522,0.0,0.0,M362529677,0.0,0.0,0
356,CASH_IN,491879.78,C1311649080,3633187.99,4125067.78,C78518092,2080054.56,1588174.77,0
212,CASH_IN,90483.82,C1478432290,1748476.44,1838960.26,C155029781,440976.38,350492.56,0
137,CASH_IN,226454.66,C1506306518,1470140.52,1696595.18,C588207754,1487101.19,1260646.54,0
644,PAYMENT,4714.53,C774761765,93089.25,88374.72,M1570568955,0.0,0.0,0
398,PAYMENT,25560.77,C1966842771,22317.0,0.0,M1153449957,0.0,0.0,0
16,CASH_OUT,559434.34,C2076539912,43218.13,0.0,C1692627209,788896.7,1348331.04,0
163,CASH_IN,69494.38,C442751729,5119.0,74613.38,C615829225,0.0,0.0,0
331,PAYMENT,12365.93,C352809791,21194.0,8828.07,M550294117,0.0,0.0,0
596,CASH_IN,161561.72,C114868700,75052.0,236613.72,C689418078,154380.28,0.0,0
250,CASH_OUT,81882.05,C441751456,0.0,0.0,C1886635568,553394.99,635277.04,0
41,PAYMENT,12703.32,C1571867201,3076.0,0.0,M2116449735,0.0,0.0,0
325,CASH_OUT,224143.56,C408542619,26.0,0.0,C196622978,277953.34,502096.9,0
263,PAYMENT,502.46,C886737038,3244.5,2742.04,M835125847,0.0,0.0,0
401,TRANSFER,24743.25,C315213594,0.0,0.0,C952938431,71602.38,96345.63,0
180,PAYMENT,10315.6,C1816305398,409.0,0.0,M2012380752,0.0,0.0,0
225,CASH_OUT,271680.49,C451977980,3067.0,0.0,C1117466415,0.0,347276.09,0
397,CASH_IN,39196.95,C61774886,22615699.18,22654896.13,C1563034638,2849239.52,2810042.57,0
303,PAYMENT,89427.17,C1139239164,927.0,0.0,M1374572453,0.0,0.0,0
205,CASH_OUT,182064.71,C427831653,0.0,0.0,C2021997054,1616469.24,1798533.95,0
190,PAYMENT,4055.11,C982053882,386.0,0.0,M430738588,0.0,0.0,0
408,PAYMENT,5285.67,C539634026,7002.0,1716.33,M1510391586,0.0,0.0,0
398,PAYMENT,31624.28,C1160067596,0.0,0.0,M1595504674,0.0,0.0,0
361,CASH_OUT,203054.61,C1682148300,0.0,0.0,C2033791626,14512328.79,14715383.4,0
165,CASH_OUT,200882.18,C1557686147,143278.0,0.0,C1311558461,17014.22,217896.41,0
322,CASH_OUT,327738.5,C2130631738,109.0,0.0,C896079906,435533.41,763271.91,0
40,CASH_IN,20376.61,C683149597,9044564.07,9064940.68,C1011004515,553173.84,532797.23,0
97,PAYMENT,6020.25,C302602933,183134.0,177113.75,M1083687475,0.0,0.0,0
207,TRANSFER,161293.94,C1616617367,0.0,0.0,C1605483437,586891.45,1016408.48,0
398,CASH_IN,20612.0,C1345687465,10139.0,30751.0,C817433827,93482.81,72870.82,0
328,PAYMENT,9032.71,C1551061555,34596.0,25563.29,M598670256,0.0,0.0,0
168,CASH_OUT,373736.2,C489265903,11102.76,0.0,C1069389045,6589710.08,6963446.27,0
164,CASH_OUT,25953.24,C895783952,0.0,0.0,C240422971,918756.59,944709.83,0
281,CASH_IN,116984.65,C493364680,6494052.75,6611037.4,C1351696979,192506.56,75521.92,0
400,PAYMENT,22128.66,C140638856,2468.19,0.0,M2008870129,0.0,0.0,0
642,PAYMENT,21282.58,C193922102,101554.24,80271.66,M1283038224,0.0,0.0,0
156,CASH_OUT,160619.43,C2088084997,100965.0,0.0,C515998795,0.0,160619.43,0
403,PAYMENT,20741.05,C575504252,0.0,0.0,M524667821,0.0,0.0,0
133,CASH_OUT,78149.53,C1965832834,0.0,0.0,C402574643,285462.19,363611.72,0
45,CASH_OUT,180018.87,C1140642454,151338.0,0.0,C939819233,0.0,180018.87,0
210,TRANSFER,101823.26,C821689417,20463.0,0.0,C1219044678,3935531.07,4037354.34,0
403,PAYMENT,19191.91,C1922854078,152617.29,133425.39,M1729909657,0.0,0.0,0
372,CASH_OUT,12507.07,C1469279639,21479.0,8971.93,C762587590,954513.83,967020.9,0
299,PAYMENT,15811.83,C1376600515,0.0,0.0,M1049706061,0.0,0.0,0
400,CASH_IN,335815.06,C770364570,18547.0,354362.06,C581833588,38415.5,0.0,0
161,CASH_IN,469518.42,C339115906,49752.0,519270.42,C55038147,2288395.4,1818876.98,0
492,CASH_IN,422922.4,C1934010267,7965707.72,8388630.12,C1084922050,995203.88,572281.48,0
349,CASH_OUT,4989.15,C1921196653,0.0,0.0,C1539218585,123871.18,128860.33,0
394,CASH_IN,160342.74,C2099965716,1153087.72,1313430.46,C1483816276,1102492.46,942149.72,0
229,TRANSFER,68844.91,C1273669373,5212.0,0.0,C1714074651,0.0,68844.91,0
33,CASH_OUT,27843.11,C1182689928,99632.0,71788.89,C696532432,539587.41,567430.52,0
236,PAYMENT,10397.05,C176268065,35458.0,25060.95,M338649500,0.0,0.0,0
34,CASH_OUT,494465.58,C1070636792,0.0,0.0,C1700248300,1322701.71,1817167.29,0
298,PAYMENT,20792.37,C856541020,10153.0,0.0,M513047922,0.0,0.0,0
177,CASH_IN,37017.21,C76676813,536390.43,573407.64,C1059931821,136635.62,99618.41,0
9,CASH_OUT,94330.98,C660388299,833099.8,738768.82,C1451586705,302241.0,720230.52,0
381,TRANSFER,2990207.53,C538184342,0.0,0.0,C1193495878,12557718.56,15547926.09,0
420,PAYMENT,1713.38,C200556022,177693.87,175980.48,M1259407063,0.0,0.0,0
41,CASH_IN,141841.29,C1138828490,5165324.37,5307165.66,C1106752344,508404.49,366563.2,0
280,CASH_IN,9928.01,C175615003,288984.6,298912.6,C635658031,5813853.97,5803925.96,0
161,CASH_OUT,97959.35,C622631201,0.0,0.0,C699494275,5272900.9,5370860.26,0
157,CASH_IN,150433.47,C683303185,18684.0,169117.47,C681101640,8741251.45,8590817.98,0
188,CASH_IN,242239.95,C188174210,2179192.89,2421432.84,C503829341,7071925.53,6829685.58,0
237,CASH_OUT,274423.97,C796452737,0.0,0.0,C1155542110,373565.38,647989.34,0
285,CASH_OUT,81626.65,C1596462958,0.0,0.0,C652970176,137272.42,218899.08,0
18,PAYMENT,17071.73,C721975377,325660.45,308588.72,M1999164437,0.0,0.0,0
382,CASH_OUT,154068.01,C817028612,0.0,0.0,C1398917188,1783162.66,1937230.67,0
191,TRANSFER,479951.32,C1320223036,316470.0,0.0,C453772743,1433271.19,1913222.51,0
225,CASH_OUT,234133.47,C1660124116,0.0,0.0,C1430434017,924360.02,1158493.49,0
264,CASH_IN,17561.53,C1671862987,718212.69,735774.21,C2100155501,869801.48,852239.96,0
33,CASH_OUT,221844.15,C834096961,18617.0,0.0,C419926754,0.0,221844.15,0
402,PAYMENT,42680.41,C1280652772,0.0,0.0,M2114583821,0.0,0.0,0
17,TRANSFER,74087.82,C237645035,10906.0,0.0,C1087972676,61328.06,135415.88,0
356,PAYMENT,1867.08,C1069273917,165860.46,163993.38,M925302565,0.0,0.0,0
406,PAYMENT,27366.57,C206059369,57517.56,30151.0,M783164348,0.0,0.0,0
299,PAYMENT,36546.0,C1872984654,1167.0,0.0,M574176477,0.0,0.0,0
205,PAYMENT,6046.64,C1104027187,104.0,0.0,M1597411205,0.0,0.0,0
214,PAYMENT,31150.65,C485256201,0.0,0.0,M1404432511,0.0,0.0,0
133,TRANSFER,283681.03,C356309052,0.0,0.0,C270456537,432600.28,716281.32,0
34,CASH_IN,114297.14,C1337598039,3290994.18,3405291.31,C548604120,1099154.2,984857.06,0
330,CASH_OUT,27657.08,C852333939,995.0,0.0,C958349272,0.0,27657.08,0
352,CASH_OUT,113955.62,C742405423,0.0,0.0,C2085678085,588106.76,702062.39,0
192,PAYMENT,7808.46,C225702514,36260.0,28451.54,M1210036302,0.0,0.0,0
323,CASH_OUT,110176.4,C2034236955,0.0,0.0,C1742497032,407076.56,517252.96,0
540,CASH_IN,258603.29,C1549007813,302966.94,561570.23,C702595649,428227.66,169624.38,0
351,CASH_OUT,24358.69,C1962879706,480736.05,456377.36,C1603133404,259825.86,284184.56,0
426,TRANSFER,480360.6,C1225398011,0.0,0.0,C1469247523,18660206.97,19140567.57,0
356,PAYMENT,28313.46,C132665533,11951.0,0.0,M699243599,0.0,0.0,0
307,CASH_OUT,184821.49,C1274452634,0.0,0.0,C172370288,536447.61,721269.1,0
330,PAYMENT,25539.11,C1719997893,0.0,0.0,M1962136432,0.0,0.0,0
301,CASH_OUT,480442.81,C970614530,269296.0,0.0,C137369768,1687926.71,2168369.52,0
236,CASH_OUT,47542.43,C1476332002,0.0,0.0,C949113457,8195041.07,8242583.5,0
258,CASH_OUT,130815.49,C1513125287,205572.0,74756.51,C1039809648,446268.28,654226.09,0
370,PAYMENT,29661.7,C243348842,547690.89,518029.18,M1140825472,0.0,0.0,0
278,PAYMENT,3422.11,C387005237,67585.0,64162.89,M913052464,0.0,0.0,0
17,CASH_OUT,74212.84,C187532687,846113.07,771900.23,C390271586,1280.0,87454.59,0
33,PAYMENT,6657.95,C1741367080,0.0,0.0,M266970415,0.0,0.0,0
323,CASH_IN,71900.79,C778569390,500571.04,572471.84,C631970819,160162.26,88261.46,0
311,CASH_OUT,109081.48,C2117585339,103054.0,0.0,C926952953,49535.47,158616.95,0
325,PAYMENT,31225.85,C24336260,3314.0,0.0,M1778238688,0.0,0.0,0
601,PAYMENT,728.61,C128461493,13968.0,13239.39,M1786659233,0.0,0.0,0
19,CASH_IN,272570.11,C2024188027,50995.0,323565.11,C274170917,44349.0,0.0,0
142,PAYMENT,4575.83,C1832524665,6945.54,2369.7,M1652964652,0.0,0.0,0
43,PAYMENT,8329.93,C1446695148,11827.0,3497.07,M705809524,0.0,0.0,0
250,CASH_OUT,306813.02,C1400763547,277934.25,0.0,C552286291,5086382.8,5393195.82,0
208,CASH_IN,19477.98,C1081280688,3416359.98,3435837.96,C1893055939,1336331.32,1316853.33,0
347,CASH_OUT,118899.12,C356655454,0.0,0.0,C1674041559,1570208.07,1689107.19,0
225,CASH_OUT,148291.52,C1610473902,5438.57,0.0,C1694739242,1795184.38,1943475.9,0
12,PAYMENT,1476.5,C857804474,0.0,0.0,M1055063013,0.0,0.0,0
306,CASH_IN,92281.42,C333748317,3014586.05,3106867.47,C1404226365,2465528.81,2373247.39,0
